Driver,LapNumber,LapTime,Compound,TyreLife,Year,EventName,RoundNumber,SessionType
SAR,15.0,0 days 00:02:08.050000,UNKNOWN,3.0,2023,Bahrain Grand Prix,1,FP3
NOR,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
NOR,2.0,0 days 00:01:34.633000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
NOR,3.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
NOR,4.0,0 days 00:02:19.161000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
NOR,5.0,0 days 00:02:08.596000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
NOR,6.0,0 days 00:01:34.321000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
NOR,7.0,0 days 00:01:56.261000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
NOR,8.0,,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
NOR,9.0,0 days 00:01:35.986000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
NOR,10.0,0 days 00:01:49.654000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
NOR,11.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
NOR,12.0,0 days 00:01:33.202000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
NOR,13.0,0 days 00:01:52.743000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
NOR,14.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
NOR,15.0,0 days 00:02:03.898000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
NOR,16.0,0 days 00:02:17.390000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
GAS,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
GAS,2.0,0 days 00:01:33.928000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
GAS,3.0,0 days 00:02:29.383000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
GAS,4.0,0 days 00:02:13.314000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
GAS,5.0,0 days 00:01:34.091000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
GAS,6.0,0 days 00:01:51.989000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
GAS,7.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
GAS,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
GAS,9.0,0 days 00:02:03.358000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
GAS,10.0,0 days 00:01:33.064000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
GAS,11.0,0 days 00:01:57.177000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
GAS,12.0,0 days 00:02:07.133000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
GAS,13.0,,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
PER,1.0,,HARD,1.0,2023,Bahrain Grand Prix,1,FP3
PER,2.0,0 days 00:01:34.049000,HARD,2.0,2023,Bahrain Grand Prix,1,FP3
PER,3.0,,HARD,3.0,2023,Bahrain Grand Prix,1,FP3
PER,4.0,,HARD,4.0,2023,Bahrain Grand Prix,1,FP3
PER,5.0,0 days 00:01:35.096000,HARD,5.0,2023,Bahrain Grand Prix,1,FP3
PER,6.0,0 days 00:02:02.370000,HARD,6.0,2023,Bahrain Grand Prix,1,FP3
PER,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
PER,8.0,0 days 00:01:32.446000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
PER,9.0,0 days 00:02:02.442000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
PER,10.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
PER,11.0,0 days 00:02:07.071000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
PER,12.0,0 days 00:02:15.436000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
ALO,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
ALO,2.0,0 days 00:01:33.121000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
ALO,3.0,0 days 00:02:22.010000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
ALO,4.0,0 days 00:01:44.950000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
ALO,5.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
ALO,6.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
ALO,7.0,0 days 00:01:32.340000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
ALO,8.0,0 days 00:02:21.096000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
ALO,9.0,0 days 00:01:32.655000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
ALO,10.0,0 days 00:02:00.575000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
ALO,11.0,0 days 00:02:29.331000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
ALO,12.0,0 days 00:01:52.212000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
ALO,13.0,0 days 00:02:21.946000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
LEC,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
LEC,2.0,0 days 00:01:33.574000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
LEC,3.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
LEC,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
LEC,5.0,0 days 00:01:33.567000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
LEC,6.0,,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
LEC,7.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
LEC,8.0,0 days 00:01:34.080000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
LEC,9.0,0 days 00:01:43.256000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
LEC,10.0,,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
LEC,11.0,0 days 00:01:39.206000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP3
LEC,12.0,0 days 00:01:39.319000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP3
LEC,13.0,0 days 00:01:39.273000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP3
LEC,14.0,0 days 00:01:39.198000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP3
LEC,15.0,0 days 00:01:39.765000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP3
LEC,16.0,0 days 00:01:42.363000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP3
LEC,17.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
LEC,18.0,0 days 00:01:32.624000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
LEC,19.0,0 days 00:02:08.217000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
LEC,20.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
LEC,21.0,0 days 00:02:26.029000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
STR,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
STR,2.0,0 days 00:01:34.168000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
STR,3.0,0 days 00:02:17.247000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
STR,4.0,0 days 00:02:13.046000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
STR,5.0,0 days 00:01:34.068000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
STR,6.0,0 days 00:01:57.038000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
STR,7.0,0 days 00:02:09.975000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
STR,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
STR,9.0,0 days 00:01:32.919000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
STR,10.0,0 days 00:02:27.287000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
STR,11.0,0 days 00:02:06.752000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
STR,12.0,0 days 00:01:34.228000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
STR,13.0,0 days 00:01:55.040000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
STR,14.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
STR,15.0,0 days 00:01:58.265000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
STR,16.0,0 days 00:02:22.514000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
MAG,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP3
MAG,2.0,0 days 00:01:36.240000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP3
MAG,3.0,0 days 00:02:25.945000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP3
MAG,4.0,0 days 00:01:36.447000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP3
MAG,5.0,0 days 00:01:55.375000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP3
MAG,6.0,,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP3
MAG,7.0,0 days 00:01:41.042000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP3
MAG,8.0,0 days 00:01:41.569000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP3
MAG,9.0,0 days 00:01:41.257000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP3
MAG,10.0,0 days 00:01:40.614000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP3
MAG,11.0,0 days 00:01:40.946000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP3
MAG,12.0,0 days 00:01:40.775000,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP3
MAG,13.0,0 days 00:01:40.714000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP3
MAG,14.0,0 days 00:02:01.005000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP3
MAG,15.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
MAG,16.0,0 days 00:01:33.381000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
MAG,17.0,0 days 00:02:29.459000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
MAG,18.0,0 days 00:02:25.477000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
MAG,19.0,0 days 00:01:35.032000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
MAG,20.0,0 days 00:02:07.174000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
MAG,21.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
DEV,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
DEV,2.0,0 days 00:01:35.011000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
DEV,3.0,0 days 00:02:21.353000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
DEV,4.0,0 days 00:02:23.130000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
DEV,5.0,0 days 00:01:34.944000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
DEV,6.0,0 days 00:02:07.517000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
DEV,7.0,0 days 00:01:58.709000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
DEV,8.0,0 days 00:01:35.328000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
DEV,9.0,0 days 00:01:58.017000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
DEV,10.0,0 days 00:02:13.236000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
DEV,11.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
DEV,12.0,0 days 00:01:34.082000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
DEV,13.0,0 days 00:02:18.075000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
DEV,14.0,0 days 00:02:03.418000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
DEV,15.0,0 days 00:01:34.351000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
DEV,16.0,0 days 00:02:11.723000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
DEV,17.0,0 days 00:02:03.032000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
DEV,18.0,0 days 00:02:25.212000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
TSU,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
TSU,2.0,0 days 00:01:34.109000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
TSU,3.0,0 days 00:02:28.262000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
TSU,4.0,0 days 00:02:11.888000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
TSU,5.0,0 days 00:01:34.202000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
TSU,6.0,0 days 00:02:01.800000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
TSU,7.0,0 days 00:02:27.142000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
TSU,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
TSU,9.0,0 days 00:01:33.475000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
TSU,10.0,0 days 00:02:25.985000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
TSU,11.0,0 days 00:02:18.936000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
TSU,12.0,0 days 00:01:33.543000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
TSU,13.0,0 days 00:01:48.724000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
TSU,14.0,0 days 00:01:50.437000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
TSU,15.0,0 days 00:02:02.988000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
ALB,1.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
ALB,2.0,0 days 00:01:34.006000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
ALB,3.0,0 days 00:02:20.900000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
ALB,4.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
ALB,5.0,0 days 00:01:34.485000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
ALB,6.0,0 days 00:01:46.375000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
ALB,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
ALB,8.0,0 days 00:01:33.882000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
ALB,9.0,0 days 00:02:19.183000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
ALB,10.0,0 days 00:02:17.803000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
ALB,11.0,0 days 00:01:34.023000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
ALB,12.0,0 days 00:01:56.391000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
ALB,13.0,,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
ALB,14.0,0 days 00:02:07.370000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP3
ALB,15.0,0 days 00:02:27.565000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP3
ZHO,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
ZHO,2.0,0 days 00:01:34.073000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
ZHO,3.0,0 days 00:02:16.382000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
ZHO,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
ZHO,5.0,0 days 00:01:34.232000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
ZHO,6.0,0 days 00:02:01.357000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
ZHO,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
ZHO,8.0,0 days 00:01:33.180000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
ZHO,9.0,0 days 00:02:11.370000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
ZHO,10.0,0 days 00:02:20.024000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
ZHO,11.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
ZHO,12.0,0 days 00:02:07.437000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
ZHO,13.0,0 days 00:02:18.671000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
HUL,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP3
HUL,2.0,0 days 00:01:36.150000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP3
HUL,3.0,0 days 00:02:29.889000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP3
HUL,4.0,0 days 00:01:36.319000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP3
HUL,5.0,0 days 00:01:57.650000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP3
HUL,6.0,,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP3
HUL,7.0,0 days 00:01:40.794000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP3
HUL,8.0,0 days 00:01:39.804000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP3
HUL,9.0,0 days 00:01:40.076000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP3
HUL,10.0,0 days 00:01:40.403000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP3
HUL,11.0,0 days 00:01:40.504000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP3
HUL,12.0,0 days 00:01:40.485000,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP3
HUL,13.0,0 days 00:01:41.091000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP3
HUL,14.0,0 days 00:01:40.549000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP3
HUL,15.0,0 days 00:01:49.018000,MEDIUM,15.0,2023,Bahrain Grand Prix,1,FP3
HUL,16.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
HUL,17.0,0 days 00:01:33.423000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
HUL,18.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
HUL,19.0,0 days 00:01:34.187000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
HUL,20.0,0 days 00:01:54.254000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
HUL,21.0,0 days 00:02:22.308000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
HUL,22.0,0 days 00:02:02.375000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
HUL,23.0,0 days 00:02:28.311000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
OCO,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
OCO,2.0,0 days 00:01:33.812000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
OCO,3.0,0 days 00:02:21.733000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
OCO,4.0,0 days 00:02:11.252000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
OCO,5.0,0 days 00:01:34.188000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
OCO,6.0,0 days 00:01:48.104000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
OCO,7.0,0 days 00:02:19.402000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
OCO,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
OCO,9.0,0 days 00:01:33.116000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
OCO,10.0,0 days 00:02:20.661000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
OCO,11.0,0 days 00:02:15.407000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
OCO,12.0,0 days 00:01:33.730000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
OCO,13.0,0 days 00:01:36.585000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
OCO,14.0,0 days 00:01:36.106000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
OCO,15.0,0 days 00:02:06.771000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
OCO,16.0,0 days 00:02:24.538000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
HAM,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
HAM,2.0,0 days 00:01:33.508000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
HAM,3.0,0 days 00:02:29.291000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
HAM,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
HAM,5.0,0 days 00:01:33.495000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
HAM,6.0,0 days 00:01:43.545000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
HAM,7.0,0 days 00:02:24.580000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
HAM,8.0,0 days 00:01:36.389000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
HAM,9.0,0 days 00:01:36.476000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
HAM,10.0,0 days 00:01:36.518000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
HAM,11.0,0 days 00:01:40.838000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP3
HAM,12.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
HAM,13.0,0 days 00:01:32.555000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
HAM,14.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
HAM,15.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
HAM,16.0,0 days 00:01:33.211000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
HAM,17.0,0 days 00:01:43.765000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
SAI,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
SAI,2.0,0 days 00:02:27.707000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
SAI,3.0,0 days 00:01:33.523000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
SAI,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
SAI,5.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
SAI,6.0,0 days 00:01:33.565000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
SAI,7.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
SAI,8.0,,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
SAI,9.0,0 days 00:01:36.337000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
SAI,10.0,,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
SAI,11.0,0 days 00:01:39.092000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP3
SAI,12.0,0 days 00:01:39.178000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP3
SAI,13.0,0 days 00:01:38.901000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP3
SAI,14.0,0 days 00:01:39.283000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP3
SAI,15.0,0 days 00:01:39.488000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP3
SAI,16.0,0 days 00:01:42.002000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP3
SAI,17.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
SAI,18.0,0 days 00:01:32.945000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
SAI,19.0,0 days 00:02:16.860000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
SAI,20.0,0 days 00:02:11.745000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
SAI,21.0,0 days 00:02:20.913000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
RUS,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
RUS,2.0,0 days 00:01:34.102000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
RUS,3.0,0 days 00:02:21.575000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
RUS,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
RUS,5.0,0 days 00:01:34.262000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
RUS,6.0,0 days 00:02:19.735000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
RUS,7.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
RUS,8.0,0 days 00:01:39.788000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
RUS,9.0,0 days 00:01:37.275000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
RUS,10.0,0 days 00:01:37.229000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
RUS,11.0,0 days 00:01:36.373000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
RUS,12.0,0 days 00:01:48.310000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
RUS,13.0,,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
RUS,14.0,0 days 00:01:32.731000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP3
RUS,15.0,0 days 00:02:28.643000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP3
RUS,16.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
RUS,17.0,0 days 00:01:42.029000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
BOT,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
BOT,2.0,0 days 00:01:33.873000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
BOT,3.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
BOT,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
BOT,5.0,0 days 00:01:34.356000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
BOT,6.0,0 days 00:01:53.028000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
BOT,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
BOT,8.0,0 days 00:02:03.271000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
BOT,9.0,0 days 00:01:33.629000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
BOT,10.0,0 days 00:02:14.859000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
BOT,11.0,0 days 00:02:25,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
BOT,12.0,,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
BOT,13.0,0 days 00:02:04.849000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP3
BOT,14.0,0 days 00:02:25.991000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP3
PIA,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
PIA,2.0,0 days 00:01:34.054000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
PIA,3.0,0 days 00:02:25.436000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP3
PIA,4.0,0 days 00:02:20.781000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP3
PIA,5.0,0 days 00:01:34.668000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP3
PIA,6.0,0 days 00:01:58.662000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP3
PIA,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP3
PIA,8.0,0 days 00:01:33.045000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP3
