Driver,LapNumber,LapTime,Compound,TyreLife,Year,EventName,RoundNumber,SessionType
HUL,22.0,0 days 00:02:14.709000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
OCO,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
OCO,2.0,,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
OCO,3.0,0 days 00:01:36.057000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
OCO,4.0,0 days 00:02:17.748000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
OCO,5.0,0 days 00:01:36.212000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
OCO,6.0,,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
OCO,7.0,0 days 00:01:36.151000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
OCO,8.0,0 days 00:02:26.586000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
OCO,9.0,0 days 00:01:36.180000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
OCO,10.0,0 days 00:01:55.449000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
OCO,11.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
OCO,12.0,0 days 00:01:35.105000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
OCO,13.0,0 days 00:02:24.832000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
OCO,14.0,0 days 00:01:56.437000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
OCO,15.0,0 days 00:02:19.600000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
OCO,16.0,0 days 00:01:35.739000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
OCO,17.0,0 days 00:01:46.444000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
OCO,18.0,0 days 00:01:37.522000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
OCO,19.0,0 days 00:02:14.155000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
OCO,20.0,0 days 00:02:15.947000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
HAM,1.0,,UNKNOWN,1.0,2023,Bahrain Grand Prix,1,FP1
HAM,2.0,0 days 00:01:35.462000,UNKNOWN,2.0,2023,Bahrain Grand Prix,1,FP1
HAM,3.0,,UNKNOWN,3.0,2023,Bahrain Grand Prix,1,FP1
HAM,4.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
HAM,5.0,0 days 00:01:35.164000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
HAM,6.0,0 days 00:02:29.001000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
HAM,7.0,,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
HAM,8.0,0 days 00:01:35.014000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
HAM,9.0,0 days 00:01:53.757000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
HAM,10.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
HAM,11.0,0 days 00:01:54.903000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
HAM,12.0,0 days 00:01:34.917000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
HAM,13.0,0 days 00:01:54.515000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
SAI,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
SAI,2.0,0 days 00:01:37.280000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
SAI,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
SAI,4.0,0 days 00:02:11.476000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
SAI,5.0,0 days 00:01:36.182000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
SAI,6.0,0 days 00:02:01.729000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
SAI,7.0,,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
SAI,8.0,0 days 00:01:36.072000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
SAI,9.0,0 days 00:01:59.848000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
SAI,10.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
SAI,11.0,0 days 00:02:05.203000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
SAI,12.0,,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
SAI,13.0,0 days 00:01:40.027000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP1
SAI,14.0,0 days 00:01:40.146000,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP1
SAI,15.0,0 days 00:01:40.092000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP1
SAI,16.0,0 days 00:01:40.294000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP1
SAI,17.0,0 days 00:01:40.486000,MEDIUM,15.0,2023,Bahrain Grand Prix,1,FP1
SAI,18.0,0 days 00:01:40.358000,MEDIUM,16.0,2023,Bahrain Grand Prix,1,FP1
SAI,19.0,0 days 00:01:40.583000,MEDIUM,17.0,2023,Bahrain Grand Prix,1,FP1
SAI,20.0,0 days 00:02:13.734000,MEDIUM,18.0,2023,Bahrain Grand Prix,1,FP1
SAI,21.0,0 days 00:02:23.184000,MEDIUM,19.0,2023,Bahrain Grand Prix,1,FP1
RUS,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
RUS,2.0,0 days 00:01:36.083000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
RUS,3.0,0 days 00:02:19.683000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
RUS,4.0,0 days 00:01:35.999000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
RUS,5.0,0 days 00:01:41.911000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
RUS,6.0,0 days 00:01:37.724000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
RUS,7.0,0 days 00:01:37.773000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
RUS,8.0,0 days 00:01:40.185000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
RUS,9.0,0 days 00:02:01.240000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
RUS,10.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
RUS,11.0,0 days 00:01:35.050000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
RUS,12.0,0 days 00:02:11.713000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
RUS,13.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
RUS,14.0,0 days 00:01:34.966000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
RUS,15.0,0 days 00:02:10.149000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
RUS,16.0,0 days 00:01:35.412000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
RUS,17.0,0 days 00:01:36.987000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
RUS,18.0,0 days 00:01:37.517000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
RUS,19.0,0 days 00:02:20.854000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
RUS,20.0,0 days 00:02:21.439000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP1
BOT,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
BOT,2.0,0 days 00:02:05.238000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
BOT,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
BOT,4.0,0 days 00:01:37.149000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
BOT,5.0,0 days 00:01:58.804000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
BOT,6.0,0 days 00:01:38.293000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
BOT,7.0,0 days 00:01:38.325000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
BOT,8.0,0 days 00:01:38.401000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
BOT,9.0,0 days 00:01:43.744000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
BOT,10.0,0 days 00:02:19.731000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
BOT,11.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
BOT,12.0,0 days 00:01:34.689000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
BOT,13.0,0 days 00:02:15.588000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
BOT,14.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
BOT,15.0,0 days 00:01:35.475000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
BOT,16.0,0 days 00:01:53.905000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
BOT,17.0,,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
BOT,18.0,0 days 00:01:35.212000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
BOT,19.0,0 days 00:02:14.895000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
BOT,20.0,,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
PIA,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
PIA,2.0,0 days 00:01:37.337000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
PIA,3.0,0 days 00:02:11.701000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
PIA,4.0,0 days 00:01:53.059000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
PIA,5.0,0 days 00:01:36.274000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
PIA,6.0,0 days 00:02:12.707000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
PIA,7.0,0 days 00:01:42.357000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
PIA,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
PIA,9.0,0 days 00:01:34.997000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
PIA,10.0,0 days 00:02:15.482000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
PIA,11.0,0 days 00:02:03.491000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
PIA,12.0,0 days 00:01:40.330000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
PIA,13.0,,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
PIA,14.0,0 days 00:01:40.116000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
PIA,15.0,0 days 00:01:40.358000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
PIA,16.0,0 days 00:01:40.793000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
PIA,17.0,0 days 00:01:41.138000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
PIA,18.0,0 days 00:01:42.470000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
PIA,19.0,0 days 00:01:40.695000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP1
PIA,20.0,0 days 00:01:40.473000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP1
PIA,21.0,0 days 00:01:42.970000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP1
PIA,22.0,0 days 00:02:00.990000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
PIA,23.0,0 days 00:02:06.049000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
PIA,24.0,0 days 00:02:26.365000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
VER,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP2
VER,2.0,0 days 00:01:33.009000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP2
VER,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP2
VER,4.0,0 days 00:02:19.137000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP2
VER,5.0,0 days 00:01:32.794000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP2
VER,6.0,0 days 00:01:43.785000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP2
VER,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
VER,8.0,0 days 00:01:31.076000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
VER,9.0,0 days 00:02:03.692000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
VER,10.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
VER,11.0,0 days 00:01:37.641000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
VER,12.0,0 days 00:01:37.136000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
VER,13.0,0 days 00:01:36.898000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
VER,14.0,0 days 00:01:37.179000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP2
VER,15.0,0 days 00:01:36.827000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP2
VER,16.0,0 days 00:01:37.230000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP2
VER,17.0,0 days 00:01:37.324000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP2
VER,18.0,0 days 00:01:50.625000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP2
VER,19.0,0 days 00:01:37.268000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP2
VER,20.0,0 days 00:01:37.169000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP2
VER,21.0,0 days 00:01:37.229000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP2
VER,22.0,0 days 00:01:37.519000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP2
VER,23.0,,SOFT,17.0,2023,Bahrain Grand Prix,1,FP2
VER,24.0,,SOFT,18.0,2023,Bahrain Grand Prix,1,FP2
SAR,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
SAR,2.0,0 days 00:01:33.558000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
SAR,3.0,0 days 00:02:13.891000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
SAR,4.0,0 days 00:01:32.749000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
SAR,5.0,0 days 00:02:01.910000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
SAR,6.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
SAR,7.0,0 days 00:01:32.851000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
SAR,8.0,0 days 00:02:13.301000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
SAR,9.0,0 days 00:01:33.323000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
SAR,10.0,0 days 00:01:58.677000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
SAR,11.0,,UNKNOWN,1.0,2023,Bahrain Grand Prix,1,FP2
SAR,12.0,0 days 00:01:38.009000,UNKNOWN,2.0,2023,Bahrain Grand Prix,1,FP2
SAR,13.0,0 days 00:01:38.022000,UNKNOWN,3.0,2023,Bahrain Grand Prix,1,FP2
SAR,14.0,0 days 00:01:39.401000,UNKNOWN,4.0,2023,Bahrain Grand Prix,1,FP2
SAR,15.0,0 days 00:01:44.939000,UNKNOWN,5.0,2023,Bahrain Grand Prix,1,FP2
SAR,16.0,0 days 00:02:04.045000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
SAR,17.0,0 days 00:01:38.023000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
SAR,18.0,0 days 00:01:37.849000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP2
SAR,19.0,0 days 00:01:37.990000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP2
SAR,20.0,0 days 00:01:38.409000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP2
SAR,21.0,0 days 00:01:38.397000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP2
SAR,22.0,0 days 00:01:38.733000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP2
SAR,23.0,0 days 00:01:39.128000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP2
SAR,24.0,0 days 00:01:39.281000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP2
SAR,25.0,0 days 00:01:39.782000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP2
SAR,26.0,0 days 00:01:40.065000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP2
SAR,27.0,0 days 00:01:41.586000,SOFT,17.0,2023,Bahrain Grand Prix,1,FP2
SAR,28.0,0 days 00:02:16.854000,SOFT,18.0,2023,Bahrain Grand Prix,1,FP2
SAR,29.0,0 days 00:02:17.277000,SOFT,19.0,2023,Bahrain Grand Prix,1,FP2
NOR,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP2
NOR,2.0,0 days 00:02:00.196000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP2
NOR,3.0,0 days 00:01:33.343000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP2
NOR,4.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP2
NOR,5.0,0 days 00:01:33.117000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP2
NOR,6.0,0 days 00:02:25.792000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP2
NOR,7.0,0 days 00:01:38.644000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP2
NOR,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
NOR,9.0,0 days 00:01:31.570000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
NOR,10.0,0 days 00:02:00.190000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
NOR,11.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
NOR,12.0,0 days 00:01:37.683000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
NOR,13.0,0 days 00:01:38.212000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
NOR,14.0,0 days 00:01:37.908000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
NOR,15.0,0 days 00:01:38.066000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP2
NOR,16.0,0 days 00:01:38.106000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP2
NOR,17.0,0 days 00:01:38.078000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP2
NOR,18.0,0 days 00:01:38.405000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP2
NOR,19.0,0 days 00:01:38.650000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP2
NOR,20.0,0 days 00:01:38.619000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP2
NOR,21.0,0 days 00:01:38.665000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP2
NOR,22.0,0 days 00:01:41.428000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP2
NOR,23.0,0 days 00:02:01.572000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP2
NOR,24.0,0 days 00:01:38.044000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP2
NOR,25.0,0 days 00:01:38.016000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP2
NOR,26.0,0 days 00:01:57.208000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP2
NOR,27.0,0 days 00:02:17.497000,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP2
GAS,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
GAS,2.0,0 days 00:01:32.368000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
GAS,3.0,0 days 00:02:20.851000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
GAS,4.0,0 days 00:02:06.633000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
GAS,5.0,0 days 00:02:13.403000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
GAS,6.0,0 days 00:01:32.644000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
GAS,7.0,0 days 00:01:53.231000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
GAS,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
GAS,9.0,0 days 00:01:31.475000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
GAS,10.0,0 days 00:02:16.303000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
GAS,11.0,0 days 00:01:40.608000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
GAS,12.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
GAS,13.0,0 days 00:01:37.885000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
GAS,14.0,0 days 00:01:37.998000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
GAS,15.0,0 days 00:01:38.181000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP2
GAS,16.0,0 days 00:01:37.810000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP2
GAS,17.0,0 days 00:01:37.990000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP2
GAS,18.0,0 days 00:01:38.071000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP2
GAS,19.0,0 days 00:01:39.488000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP2
GAS,20.0,0 days 00:01:38,SOFT,13.0,2023,Bahrain Grand Prix,1,FP2
GAS,21.0,0 days 00:01:38.513000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP2
GAS,22.0,0 days 00:01:38.948000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP2
GAS,23.0,0 days 00:01:58.902000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP2
GAS,24.0,0 days 00:02:25.420000,SOFT,17.0,2023,Bahrain Grand Prix,1,FP2
PER,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP2
PER,2.0,0 days 00:01:32.497000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP2
PER,3.0,0 days 00:02:16.142000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP2
PER,4.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP2
PER,5.0,0 days 00:01:32.695000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP2
PER,6.0,0 days 00:01:53.665000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP2
PER,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
PER,8.0,0 days 00:01:31.078000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
PER,9.0,0 days 00:01:58.179000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
PER,10.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
PER,11.0,0 days 00:01:36.829000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
PER,12.0,0 days 00:01:37.233000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
PER,13.0,0 days 00:01:37.781000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
PER,14.0,0 days 00:01:37.229000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP2
PER,15.0,0 days 00:01:37.313000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP2
PER,16.0,0 days 00:01:37.481000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP2
PER,17.0,0 days 00:01:37.628000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP2
PER,18.0,0 days 00:01:37.982000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP2
PER,19.0,0 days 00:01:37.789000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP2
PER,20.0,0 days 00:01:42.755000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP2
PER,21.0,0 days 00:01:38.058000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP2
PER,22.0,0 days 00:01:38.117000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP2
PER,23.0,0 days 00:01:38.339000,SOFT,17.0,2023,Bahrain Grand Prix,1,FP2
PER,24.0,0 days 00:01:38.203000,SOFT,18.0,2023,Bahrain Grand Prix,1,FP2
PER,25.0,,SOFT,19.0,2023,Bahrain Grand Prix,1,FP2
PER,26.0,0 days 00:02:08.659000,SOFT,20.0,2023,Bahrain Grand Prix,1,FP2
ALO,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP2
ALO,2.0,0 days 00:01:33.022000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP2
ALO,3.0,0 days 00:02:17.608000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP2
ALO,4.0,0 days 00:01:32.638000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP2
ALO,5.0,0 days 00:02:11.578000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP2
ALO,6.0,0 days 00:01:32.603000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP2
ALO,7.0,0 days 00:01:46.735000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP2
ALO,8.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
ALO,9.0,0 days 00:01:30.907000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
ALO,10.0,0 days 00:02:05.779000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
ALO,11.0,0 days 00:01:39.353000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
ALO,12.0,,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP2
ALO,13.0,0 days 00:01:59.969000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
ALO,14.0,0 days 00:01:36.251000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
ALO,15.0,0 days 00:01:36.479000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP2
ALO,16.0,0 days 00:01:36.712000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP2
ALO,17.0,0 days 00:01:37.192000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP2
ALO,18.0,0 days 00:01:37.288000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP2
ALO,19.0,0 days 00:01:37.502000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP2
ALO,20.0,0 days 00:01:37.542000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP2
ALO,21.0,0 days 00:01:38.116000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP2
ALO,22.0,0 days 00:01:37.479000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP2
ALO,23.0,0 days 00:01:37.914000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP2
ALO,24.0,0 days 00:02:10.517000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP2
ALO,25.0,0 days 00:02:24.767000,SOFT,17.0,2023,Bahrain Grand Prix,1,FP2
LEC,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
LEC,2.0,0 days 00:01:31.843000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
LEC,3.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP2
LEC,4.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP2
LEC,5.0,0 days 00:01:32.637000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP2
LEC,6.0,0 days 00:02:03.654000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP2
LEC,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP2
LEC,8.0,0 days 00:01:31.367000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP2
